InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
536375,22632,HAND WARMER RED POLKA DOT,13,2024-08-31 15:28:00,1.85,12035.0,EIRE
536375,22632,HAND WARMER RED POLKA DOT,11,2024-08-31 15:28:00,1.85,12035.0,EIRE
536376,22752,SET 7 BABUSHKA NESTING BOXES,9,2024-07-23 17:18:00,7.65,12007.0,United Kingdom
536377,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2024-03-19 11:24:00,2.95,12078.0,Spain
536377,22720,SET OF 3 CAKE TINS PANTRY DESIGN,2,2024-03-19 11:24:00,4.95,12078.0,Spain
536377,22720,SET OF 3 CAKE TINS PANTRY DESIGN,6,2024-03-19 11:24:00,4.95,12078.0,Spain
536377,23203,JUMBO BAG DOILEY PATTERNS,6,2024-03-19 11:24:00,1.95,12078.0,Spain
536377,21730,GLASS STAR FROSTED T-LIGHT HOLDER,13,2024-03-19 11:24:00,4.25,12078.0,Spain
536378,21730,GLASS STAR FROSTED T-LIGHT HOLDER,8,2024-07-22 14:47:00,4.25,12010.0,Spain
536378,21730,GLASS STAR FROSTED T-LIGHT HOLDER,16,2024-07-22 14:47:00,4.25,12010.0,Spain
536378,84029E,RED WOOLLY HOTTIE WHITE HEART,4,2024-07-22 14:47:00,3.39,12010.0,Spain
536378,22752,SET 7 BABUSHKA NESTING BOXES,1,2024-07-22 14:47:00,7.65,12010.0,Spain
536379,22423,REGENCY CAKESTAND 3 TIER,4,2024-02-02 17:43:00,12.75,12008.0,France
536379,23203,JUMBO BAG DOILEY PATTERNS,10,2024-02-02 17:43:00,1.95,12008.0,France
536379,47566,PARTY BUNTING,3,2024-02-02 17:43:00,4.65,12008.0,France
536380,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,2024-09-11 13:26:00,3.39,12039.0,United Kingdom
536380,22423,REGENCY CAKESTAND 3 TIER,12,2024-09-11 13:26:00,12.75,12039.0,United Kingdom
536381,22752,SET 7 BABUSHKA NESTING BOXES,19,2024-05-12 19:05:00,7.65,12048.0,United Kingdom
536382,23298,SPOTTY BUNTING,19,2024-11-27 13:41:00,4.95,12029.0,United Kingdom
536382,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,15,2024-11-27 13:41:00,3.39,12029.0,United Kingdom
536383,71053,WHITE METAL LANTERN,2,2024-09-18 17:26:00,3.39,12020.0,France
536383,21730,GLASS STAR FROSTED T-LIGHT HOLDER,18,2024-09-18 17:26:00,4.25,12020.0,France
536384,22720,SET OF 3 CAKE TINS PANTRY DESIGN,12,2024-06-15 16:12:00,4.95,12010.0,France
536384,22632,HAND WARMER RED POLKA DOT,4,2024-06-15 16:12:00,1.85,12010.0,France
536385,85099B,JUMBO BAG RED RETROSPOT,9,2024-11-08 08:45:00,1.95,12037.0,United Kingdom
536385,84029E,RED WOOLLY HOTTIE WHITE HEART,12,2024-11-08 08:45:00,3.39,12037.0,United Kingdom
536385,84406B,CREAM CUPID HEARTS COAT HANGER,12,2024-11-08 08:45:00,2.75,12037.0,United Kingdom
536385,71053,WHITE METAL LANTERN,13,2024-11-08 08:45:00,3.39,12037.0,United Kingdom
536386,84406B,CREAM CUPID HEARTS COAT HANGER,10,2024-01-31 17:24:00,2.75,12050.0,Germany
536387,84406B,CREAM CUPID HEARTS COAT HANGER,12,2024-04-30 15:08:00,2.75,12015.0,France
536388,21730,GLASS STAR FROSTED T-LIGHT HOLDER,7,2024-03-03 11:55:00,4.25,12063.0,Spain
536388,85099B,JUMBO BAG RED RETROSPOT,12,2024-03-03 11:55:00,1.95,12063.0,Spain
536388,84029E,RED WOOLLY HOTTIE WHITE HEART,1,2024-03-03 11:55:00,3.39,12063.0,Spain
536389,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2024-12-15 13:28:00,2.95,12012.0,United Kingdom
536389,84029E,RED WOOLLY HOTTIE WHITE HEART,10,2024-12-15 13:28:00,3.39,12012.0,United Kingdom
536389,22423,REGENCY CAKESTAND 3 TIER,10,2024-12-15 13:28:00,12.75,12012.0,United Kingdom
536389,21730,GLASS STAR FROSTED T-LIGHT HOLDER,18,2024-12-15 13:28:00,4.25,12012.0,United Kingdom
536390,47566,PARTY BUNTING,7,2024-07-27 14:28:00,4.65,12012.0,Germany
536390,22632,HAND WARMER RED POLKA DOT,10,2024-07-27 14:28:00,1.85,12012.0,Germany
536391,85123A,WHITE HANGING HEART T-LIGHT HOLDER,18,2024-06-09 11:01:00,2.95,12067.0,United Kingdom
536391,22632,HAND WARMER RED POLKA DOT,3,2024-06-09 11:01:00,1.85,12067.0,United Kingdom
536391,84029E,RED WOOLLY HOTTIE WHITE HEART,11,2024-06-09 11:01:00,3.39,12067.0,United Kingdom
536391,84029E,RED WOOLLY HOTTIE WHITE HEART,3,2024-06-09 11:01:00,3.39,12067.0,United Kingdom
536391,85099B,JUMBO BAG RED RETROSPOT,13,2024-06-09 11:01:00,1.95,12067.0,United Kingdom
536392,47566,PARTY BUNTING,15,2024-04-12 10:39:00,4.65,12009.0,France
536392,84029E,RED WOOLLY HOTTIE WHITE HEART,3,2024-04-12 10:39:00,3.39,12009.0,France
536392,85099B,JUMBO BAG RED RETROSPOT,18,2024-04-12 10:39:00,1.95,12009.0,France
536392,47566,PARTY BUNTING,5,2024-04-12 10:39:00,4.65,12009.0,France
536393,84029E,RED WOOLLY HOTTIE WHITE HEART,16,2024-01-14 09:33:00,3.39,12018.0,United Kingdom
536393,21730,GLASS STAR FROSTED T-LIGHT HOLDER,16,2024-01-14 09:33:00,4.25,12018.0,United Kingdom
536394,85099B,JUMBO BAG RED RETROSPOT,10,2024-04-25 10:57:00,1.95,12077.0,United Kingdom
536394,23203,JUMBO BAG DOILEY PATTERNS,5,2024-04-25 10:57:00,1.95,12077.0,United Kingdom
536395,84029E,RED WOOLLY HOTTIE WHITE HEART,9,2024-12-07 10:09:00,3.39,12079.0,United Kingdom
536396,22720,SET OF 3 CAKE TINS PANTRY DESIGN,17,2024-12-28 09:53:00,4.95,12077.0,United Kingdom
536396,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,17,2024-12-28 09:53:00,3.39,12077.0,United Kingdom
536396,71053,WHITE METAL LANTERN,10,2024-12-28 09:53:00,3.39,12077.0,United Kingdom
536396,22633,HAND WARMER UNION JACK,7,2024-12-28 09:53:00,1.85,12077.0,United Kingdom
536397,23203,JUMBO BAG DOILEY PATTERNS,2,2024-10-08 12:39:00,1.95,12001.0,United Kingdom
536397,23298,SPOTTY BUNTING,15,2024-10-08 12:39:00,4.95,12001.0,United Kingdom
536398,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2024-04-05 08:56:00,2.95,12030.0,Spain
536398,71053,WHITE METAL LANTERN,16,2024-04-05 08:56:00,3.39,12030.0,Spain
536399,22423,REGENCY CAKESTAND 3 TIER,17,2024-02-25 16:10:00,12.75,12071.0,United Kingdom
536399,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2024-02-25 16:10:00,2.95,12071.0,United Kingdom
536399,84029E,RED WOOLLY HOTTIE WHITE HEART,6,2024-02-25 16:10:00,3.39,12071.0,United Kingdom
536400,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,2024-10-10 11:58:00,4.25,12079.0,United Kingdom
536400,47566,PARTY BUNTING,1,2024-10-10 11:58:00,4.65,12079.0,United Kingdom
536400,84406B,CREAM CUPID HEARTS COAT HANGER,5,2024-10-10 11:58:00,2.75,12079.0,United Kingdom
536401,84029E,RED WOOLLY HOTTIE WHITE HEART,10,2024-02-18 08:40:00,3.39,12022.0,Spain
536402,22720,SET OF 3 CAKE TINS PANTRY DESIGN,16,2024-09-10 17:34:00,4.95,12074.0,United Kingdom
536403,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,2024-09-18 09:44:00,4.25,12002.0,Germany
536404,71053,WHITE METAL LANTERN,10,2024-12-04 08:23:00,3.39,12045.0,Spain
536404,22633,HAND WARMER UNION JACK,13,2024-12-04 08:23:00,1.85,12045.0,Spain
536405,22633,HAND WARMER UNION JACK,1,2024-12-14 14:17:00,1.85,12025.0,Spain
536405,22632,HAND WARMER RED POLKA DOT,11,2024-12-14 14:17:00,1.85,12025.0,Spain
536405,84406B,CREAM CUPID HEARTS COAT HANGER,13,2024-12-14 14:17:00,2.75,12025.0,Spain
536405,22720,SET OF 3 CAKE TINS PANTRY DESIGN,3,2024-12-14 14:17:00,4.95,12025.0,Spain
536405,22423,REGENCY CAKESTAND 3 TIER,3,2024-12-14 14:17:00,12.75,12025.0,Spain
536406,84406B,CREAM CUPID HEARTS COAT HANGER,18,2024-06-01 08:57:00,2.75,12059.0,United Kingdom
536406,23298,SPOTTY BUNTING,16,2024-06-01 08:57:00,4.95,12059.0,United Kingdom
536406,21730,GLASS STAR FROSTED T-LIGHT HOLDER,9,2024-06-01 08:57:00,4.25,12059.0,United Kingdom
536407,84029E,RED WOOLLY HOTTIE WHITE HEART,16,2024-10-13 18:01:00,3.39,12050.0,United Kingdom
536408,23298,SPOTTY BUNTING,12,2024-10-17 13:13:00,4.95,12020.0,United Kingdom
536408,23203,JUMBO BAG DOILEY PATTERNS,17,2024-10-17 13:13:00,1.95,12020.0,United Kingdom
536408,23298,SPOTTY BUNTING,12,2024-10-17 13:13:00,4.95,12020.0,United Kingdom
536409,71053,WHITE METAL LANTERN,13,2024-05-30 09:22:00,3.39,12023.0,Spain
536409,47566,PARTY BUNTING,17,2024-05-30 09:22:00,4.65,12023.0,Spain
536409,84029E,RED WOOLLY HOTTIE WHITE HEART,9,2024-05-30 09:22:00,3.39,12023.0,Spain
536410,22720,SET OF 3 CAKE TINS PANTRY DESIGN,16,2024-03-31 11:14:00,4.95,12042.0,Spain
536410,47566,PARTY BUNTING,3,2024-03-31 11:14:00,4.65,12042.0,Spain
536410,23203,JUMBO BAG DOILEY PATTERNS,2,2024-03-31 11:14:00,1.95,12042.0,Spain
536410,22633,HAND WARMER UNION JACK,12,2024-03-31 11:14:00,1.85,12042.0,Spain
536411,23203,JUMBO BAG DOILEY PATTERNS,3,2024-02-23 10:49:00,1.95,12028.0,United Kingdom
536411,23203,JUMBO BAG DOILEY PATTERNS,18,2024-02-23 10:49:00,1.95,12028.0,United Kingdom
536412,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,2024-03-01 09:17:00,4.25,12047.0,United Kingdom
536413,22720,SET OF 3 CAKE TINS PANTRY DESIGN,2,2024-01-08 16:03:00,4.95,12043.0,United Kingdom
536414,22720,SET OF 3 CAKE TINS PANTRY DESIGN,7,2024-08-03 14:40:00,4.95,12034.0,Germany
536414,47566,PARTY BUNTING,10,2024-08-03 14:40:00,4.65,12034.0,Germany
536415,22633,HAND WARMER UNION JACK,4,2024-11-15 17:51:00,1.85,12058.0,United Kingdom
536416,47566,PARTY BUNTING,8,2024-03-27 10:14:00,4.65,12071.0,United Kingdom
536416,84029E,RED WOOLLY HOTTIE WHITE HEART,1,2024-03-27 10:14:00,3.39,12071.0,United Kingdom
536416,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,2024-03-27 10:14:00,2.95,12071.0,United Kingdom
536417,71053,WHITE METAL LANTERN,1,2024-07-10 18:06:00,3.39,12074.0,United Kingdom
536417,21730,GLASS STAR FROSTED T-LIGHT HOLDER,18,2024-07-10 18:06:00,4.25,12074.0,United Kingdom
536417,22423,REGENCY CAKESTAND 3 TIER,2,2024-07-10 18:06:00,12.75,12074.0,United Kingdom
536417,22720,SET OF 3 CAKE TINS PANTRY DESIGN,17,2024-07-10 18:06:00,4.95,12074.0,United Kingdom
536417,22720,SET OF 3 CAKE TINS PANTRY DESIGN,18,2024-07-10 18:06:00,4.95,12074.0,United Kingdom
536418,85099B,JUMBO BAG RED RETROSPOT,13,2024-12-23 11:48:00,1.95,12019.0,United Kingdom
536418,85099B,JUMBO BAG RED RETROSPOT,15,2024-12-23 11:48:00,1.95,12019.0,United Kingdom
536418,23298,SPOTTY BUNTING,3,2024-12-23 11:48:00,4.95,12019.0,United Kingdom
536418,22720,SET OF 3 CAKE TINS PANTRY DESIGN,11,2024-12-23 11:48:00,4.95,12019.0,United Kingdom
536419,23298,SPOTTY BUNTING,8,2024-07-06 19:51:00,4.95,12025.0,EIRE
536419,22423,REGENCY CAKESTAND 3 TIER,13,2024-07-06 19:51:00,12.75,12025.0,EIRE
536419,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,2024-07-06 19:51:00,3.39,12025.0,EIRE
536420,85099B,JUMBO BAG RED RETROSPOT,5,2024-02-21 13:28:00,1.95,12004.0,United Kingdom
536420,22752,SET 7 BABUSHKA NESTING BOXES,7,2024-02-21 13:28:00,7.65,12004.0,United Kingdom
536420,22633,HAND WARMER UNION JACK,7,2024-02-21 13:28:00,1.85,12004.0,United Kingdom
536421,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,2024-04-29 13:22:00,3.39,12058.0,United Kingdom
536421,23298,SPOTTY BUNTING,19,2024-04-29 13:22:00,4.95,12058.0,United Kingdom
536421,22423,REGENCY CAKESTAND 3 TIER,18,2024-04-29 13:22:00,12.75,12058.0,United Kingdom
536421,22720,SET OF 3 CAKE TINS PANTRY DESIGN,10,2024-04-29 13:22:00,4.95,12058.0,United Kingdom
536422,22633,HAND WARMER UNION JACK,13,2024-04-29 13:32:00,1.85,12061.0,Spain
536422,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,16,2024-04-29 13:32:00,3.39,12061.0,Spain
536422,22632,HAND WARMER RED POLKA DOT,11,2024-04-29 13:32:00,1.85,12061.0,Spain
536422,23298,SPOTTY BUNTING,13,2024-04-29 13:32:00,4.95,12061.0,Spain
536422,71053,WHITE METAL LANTERN,6,2024-04-29 13:32:00,3.39,12061.0,Spain
536423,22633,HAND WARMER UNION JACK,17,2024-09-25 08:12:00,1.85,12014.0,United Kingdom
536423,23203,JUMBO BAG DOILEY PATTERNS,3,2024-09-25 08:12:00,1.95,12014.0,United Kingdom
536423,47566,PARTY BUNTING,12,2024-09-25 08:12:00,4.65,12014.0,United Kingdom
536423,85099B,JUMBO BAG RED RETROSPOT,2,2024-09-25 08:12:00,1.95,12014.0,United Kingdom
536424,22423,REGENCY CAKESTAND 3 TIER,3,2024-09-21 14:05:00,12.75,12049.0,United Kingdom
536424,47566,PARTY BUNTING,19,2024-09-21 14:05:00,4.65,12049.0,United Kingdom
536424,84406B,CREAM CUPID HEARTS COAT HANGER,16,2024-09-21 14:05:00,2.75,12049.0,United Kingdom
536424,21730,GLASS STAR FROSTED T-LIGHT HOLDER,12,2024-09-21 14:05:00,4.25,12049.0,United Kingdom
536424,21730,GLASS STAR FROSTED T-LIGHT HOLDER,15,2024-09-21 14:05:00,4.25,12049.0,United Kingdom
536425,22423,REGENCY CAKESTAND 3 TIER,12,2024-10-17 19:56:00,12.75,12079.0,United Kingdom
536425,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2024-10-17 19:56:00,2.95,12079.0,United Kingdom
536426,85123A,WHITE HANGING HEART T-LIGHT HOLDER,11,2024-08-12 10:10:00,2.95,12041.0,United Kingdom
536426,22633,HAND WARMER UNION JACK,9,2024-08-12 10:10:00,1.85,12041.0,United Kingdom
536426,22423,REGENCY CAKESTAND 3 TIER,10,2024-08-12 10:10:00,12.75,12041.0,United Kingdom
536427,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,12,2024-10-05 19:47:00,3.39,12058.0,United Kingdom
536427,84406B,CREAM CUPID HEARTS COAT HANGER,18,2024-10-05 19:47:00,2.75,12058.0,United Kingdom
536427,22720,SET OF 3 CAKE TINS PANTRY DESIGN,3,2024-10-05 19:47:00,4.95,12058.0,United Kingdom
536428,22423,REGENCY CAKESTAND 3 TIER,8,2024-02-12 16:05:00,12.75,12062.0,United Kingdom
536428,23203,JUMBO BAG DOILEY PATTERNS,15,2024-02-12 16:05:00,1.95,12062.0,United Kingdom
536428,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,13,2024-02-12 16:05:00,3.39,12062.0,United Kingdom
536428,22423,REGENCY CAKESTAND 3 TIER,7,2024-02-12 16:05:00,12.75,12062.0,United Kingdom
536429,23298,SPOTTY BUNTING,7,2024-11-23 17:45:00,4.95,12059.0,United Kingdom
536429,22633,HAND WARMER UNION JACK,6,2024-11-23 17:45:00,1.85,12059.0,United Kingdom
536430,22632,HAND WARMER RED POLKA DOT,9,2024-02-27 19:08:00,1.85,12025.0,United Kingdom
536430,23298,SPOTTY BUNTING,8,2024-02-27 19:08:00,4.95,12025.0,United Kingdom
536430,71053,WHITE METAL LANTERN,14,2024-02-27 19:08:00,3.39,12025.0,United Kingdom
536430,84406B,CREAM CUPID HEARTS COAT HANGER,11,2024-02-27 19:08:00,2.75,12025.0,United Kingdom
536430,47566,PARTY BUNTING,18,2024-02-27 19:08:00,4.65,12025.0,United Kingdom
536431,85099B,JUMBO BAG RED RETROSPOT,19,2024-10-11 15:28:00,1.95,12028.0,United Kingdom
536431,85123A,WHITE HANGING HEART T-LIGHT HOLDER,14,2024-10-11 15:28:00,2.95,12028.0,United Kingdom
536432,23203,JUMBO BAG DOILEY PATTERNS,13,2024-12-13 13:07:00,1.95,12067.0,United Kingdom
536432,71053,WHITE METAL LANTERN,3,2024-12-13 13:07:00,3.39,12067.0,United Kingdom
536432,22633,HAND WARMER UNION JACK,12,2024-12-13 13:07:00,1.85,12067.0,United Kingdom
536432,85123A,WHITE HANGING HEART T-LIGHT HOLDER,14,2024-12-13 13:07:00,2.95,12067.0,United Kingdom
536432,22632,HAND WARMER RED POLKA DOT,1,2024-12-13 13:07:00,1.85,12067.0,United Kingdom
536433,47566,PARTY BUNTING,9,2024-06-14 16:49:00,4.65,12007.0,United Kingdom
536433,84029E,RED WOOLLY HOTTIE WHITE HEART,9,2024-06-14 16:49:00,3.39,12007.0,United Kingdom
536434,22632,HAND WARMER RED POLKA DOT,3,2024-04-20 14:55:00,1.85,,France
536434,22752,SET 7 BABUSHKA NESTING BOXES,19,2024-04-20 14:55:00,7.65,12000.0,France
536434,85123A,WHITE HANGING HEART T-LIGHT HOLDER,17,2024-04-20 14:55:00,2.95,12000.0,France
536434,22423,REGENCY CAKESTAND 3 TIER,6,2024-04-20 14:55:00,12.75,12000.0,France
536435,85123A,WHITE HANGING HEART T-LIGHT HOLDER,13,2024-11-01 08:06:00,2.95,12062.0,United Kingdom
536435,84406B,CREAM CUPID HEARTS COAT HANGER,13,2024-11-01 08:06:00,2.75,12062.0,United Kingdom
536435,85099B,JUMBO BAG RED RETROSPOT,2,2024-11-01 08:06:00,1.95,12062.0,United Kingdom
536435,22423,REGENCY CAKESTAND 3 TIER,18,2024-11-01 08:06:00,12.75,12062.0,United Kingdom
536435,22720,SET OF 3 CAKE TINS PANTRY DESIGN,1,2024-11-01 08:06:00,4.95,12062.0,United Kingdom
536436,22720,SET OF 3 CAKE TINS PANTRY DESIGN,4,2024-03-28 13:08:00,4.95,12019.0,EIRE
536436,85123A,WHITE HANGING HEART T-LIGHT HOLDER,18,2024-03-28 13:08:00,2.95,12019.0,EIRE
536436,84029E,RED WOOLLY HOTTIE WHITE HEART,13,2024-03-28 13:08:00,3.39,12019.0,EIRE
536436,23203,JUMBO BAG DOILEY PATTERNS,1,2024-03-28 13:08:00,1.95,12019.0,EIRE
536437,47566,PARTY BUNTING,16,2024-01-02 09:03:00,4.65,12000.0,Germany
536437,47566,PARTY BUNTING,5,2024-01-02 09:03:00,4.65,12000.0,Germany
536437,84029E,RED WOOLLY HOTTIE WHITE HEART,17,2024-01-02 09:03:00,3.39,12000.0,Germany
536437,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,2,2024-01-02 09:03:00,3.39,12000.0,Germany
536438,22720,SET OF 3 CAKE TINS PANTRY DESIGN,14,2024-10-19 19:55:00,4.95,12053.0,United Kingdom
536438,22720,SET OF 3 CAKE TINS PANTRY DESIGN,16,2024-10-19 19:55:00,4.95,12053.0,United Kingdom
536438,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2024-10-19 19:55:00,4.25,12053.0,United Kingdom
536438,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4,2024-10-19 19:55:00,4.25,12053.0,United Kingdom
536439,22632,HAND WARMER RED POLKA DOT,12,2024-02-15 16:30:00,1.85,12009.0,United Kingdom
536439,71053,WHITE METAL LANTERN,17,2024-02-15 16:30:00,3.39,12009.0,United Kingdom
536439,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,2024-02-15 16:30:00,4.25,12009.0,United Kingdom
536439,22720,SET OF 3 CAKE TINS PANTRY DESIGN,14,2024-02-15 16:30:00,4.95,12009.0,United Kingdom
536440,22633,HAND WARMER UNION JACK,19,2024-03-11 08:16:00,1.85,12004.0,United Kingdom
536440,23298,SPOTTY BUNTING,12,2024-03-11 08:16:00,4.95,12004.0,United Kingdom
536440,22633,HAND WARMER UNION JACK,2,2024-03-11 08:16:00,1.85,12004.0,United Kingdom
536440,71053,WHITE METAL LANTERN,12,2024-03-11 08:16:00,3.39,12004.0,United Kingdom
536441,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4,2024-01-16 10:53:00,4.25,12000.0,United Kingdom
536441,22752,SET 7 BABUSHKA NESTING BOXES,2,2024-01-16 10:53:00,7.65,12000.0,United Kingdom
536441,23298,SPOTTY BUNTING,4,2024-01-16 10:53:00,4.95,12000.0,United Kingdom
536441,22752,SET 7 BABUSHKA NESTING BOXES,19,2024-01-16 10:53:00,7.65,12000.0,United Kingdom
536442,23203,JUMBO BAG DOILEY PATTERNS,11,2024-06-16 14:47:00,1.95,12047.0,United Kingdom
536442,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,2024-06-16 14:47:00,4.25,12047.0,United Kingdom
536442,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,18,2024-06-16 14:47:00,3.39,12047.0,United Kingdom
536442,22632,HAND WARMER RED POLKA DOT,6,2024-06-16 14:47:00,1.85,12047.0,United Kingdom
536443,21730,GLASS STAR FROSTED T-LIGHT HOLDER,18,2024-07-29 14:41:00,4.25,12033.0,United Kingdom
536443,84406B,CREAM CUPID HEARTS COAT HANGER,3,2024-07-29 14:41:00,2.75,12033.0,United Kingdom
536443,21730,GLASS STAR FROSTED T-LIGHT HOLDER,10,2024-07-29 14:41:00,4.25,12033.0,United Kingdom
536443,22423,REGENCY CAKESTAND 3 TIER,8,2024-07-29 14:41:00,12.75,12033.0,United Kingdom
536444,47566,PARTY BUNTING,6,2024-06-22 09:07:00,4.65,12073.0,Spain
536445,21730,GLASS STAR FROSTED T-LIGHT HOLDER,13,2024-04-21 15:25:00,4.25,12007.0,Germany
536445,47566,PARTY BUNTING,8,2024-04-21 15:25:00,4.65,12007.0,Germany
536445,84406B,CREAM CUPID HEARTS COAT HANGER,8,2024-04-21 15:25:00,2.75,12007.0,Germany
536445,22720,SET OF 3 CAKE TINS PANTRY DESIGN,5,2024-04-21 15:25:00,4.95,12007.0,Germany
536446,84029E,RED WOOLLY HOTTIE WHITE HEART,8,2024-08-02 15:19:00,3.39,12075.0,Spain
536447,22752,SET 7 BABUSHKA NESTING BOXES,11,2024-06-22 09:13:00,7.65,12038.0,United Kingdom
536447,22632,HAND WARMER RED POLKA DOT,14,2024-06-22 09:13:00,1.85,12038.0,United Kingdom
536447,22632,HAND WARMER RED POLKA DOT,13,2024-06-22 09:13:00,1.85,12038.0,United Kingdom
536448,22752,SET 7 BABUSHKA NESTING BOXES,11,2024-08-26 15:18:00,7.65,12046.0,United Kingdom
536448,84406B,CREAM CUPID HEARTS COAT HANGER,9,2024-08-26 15:18:00,2.75,12046.0,United Kingdom
536448,22633,HAND WARMER UNION JACK,12,2024-08-26 15:18:00,1.85,12046.0,United Kingdom
536448,22633,HAND WARMER UNION JACK,7,2024-08-26 15:18:00,1.85,12046.0,United Kingdom
536449,71053,WHITE METAL LANTERN,18,2024-07-06 17:44:00,3.39,12076.0,United Kingdom
536449,22720,SET OF 3 CAKE TINS PANTRY DESIGN,10,2024-07-06 17:44:00,4.95,12076.0,United Kingdom
536449,23298,SPOTTY BUNTING,10,2024-07-06 17:44:00,4.95,12076.0,United Kingdom
536449,84029E,RED WOOLLY HOTTIE WHITE HEART,16,2024-07-06 17:44:00,3.39,12076.0,United Kingdom
